[Sample ID]	[Taxon]	[Kingdom/SuperKingdom]	[Phylum]	[Class]	[Order]	[Family]	[Genus]	[Species]	[Relative Abundance]	[Absolute Abundance]	
MBSMPL0020-6-115	186801	Bacteria	Firmicutes	Clostridia	N/A	N/A	N/A	N/A	0.00013156163662676	1	
MBSMPL0020-6-115	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	N/A	N/A	0.030127614787528	229	
MBSMPL0020-6-115	853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	0.000263123273253519	2	
MBSMPL0020-6-115	31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	N/A	N/A	0.14945401920799938	1136	
MBSMPL0020-6-115	1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	N/A	0.331009077752927028	2516	
MBSMPL0020-6-115	137838	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	0.000394684909880279	3	
MBSMPL0020-6-115	1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0.027627943691619516	210	
MBSMPL0020-6-115	1266	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	N/A	0.000526246546507039	4	
MBSMPL0020-6-115	186804	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	N/A	N/A	0.081041968162083936	616	
MBSMPL0020-6-115	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	N/A	N/A	0.000526246546507039	4	
MBSMPL0020-6-115	33038	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus	0.00013156163662676	1	
MBSMPL0020-6-115	91061	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	N/A	0.00013156163662676	1	
MBSMPL0020-6-115	1280	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.00223654782265491	17	
MBSMPL0020-6-115	66831	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	N/A	0.00013156163662676	1	
MBSMPL0020-6-115	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	N/A	0.023154848046309678	176	
MBSMPL0020-6-115	1301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	N/A	0.070517037231943165	536	
MBSMPL0020-6-115	1311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	0.000920931456387317	7	
MBSMPL0020-6-115	1678	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	N/A	0.000789369819760558	6	
MBSMPL0020-6-115	1680	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.000657808183133798	5	
MBSMPL0020-6-115	1654	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	N/A	0.00013156163662676	1	
MBSMPL0020-6-115	43675	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	0.000263123273253519	2	
MBSMPL0020-6-116	823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides distasonis	0.0000365951840737759	1	
MBSMPL0020-6-116	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	N/A	0.0001463807362951036	4	
MBSMPL0020-6-116	817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0.000256166288516432	7	
MBSMPL0020-6-116	171550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	N/A	N/A	0.0000365951840737759	1	
MBSMPL0020-6-116	239935	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	0.0000365951840737759	1	
MBSMPL0020-6-116	712	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	N/A	N/A	0.0001829759203688799	5	
MBSMPL0020-6-116	416916	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	N/A	0.035790090024152804	978	
MBSMPL0020-6-116	729	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	0.0082339164165995739	225	
MBSMPL0020-6-116	551	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	92490	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia toletana	0.0000365951840737759	1	
MBSMPL0020-6-116	581	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	N/A	0.00274463880553319	75	
MBSMPL0020-6-116	582	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii	0.000109785552221328	3	
MBSMPL0020-6-116	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	N/A	N/A	0.3124130864378241789	8537	
MBSMPL0020-6-116	570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	N/A	0.0138329795798873189	378	
MBSMPL0020-6-116	590	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	N/A	0.00109785552221328	30	
MBSMPL0020-6-116	544	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	613	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	N/A	0.0000365951840737759	1	
MBSMPL0020-6-116	469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	N/A	0.0032203761984922759	88	
MBSMPL0020-6-116	40544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	29465	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	N/A	0.0000365951840737759	1	
MBSMPL0020-6-116	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0.0018297592036887918	50	
MBSMPL0020-6-116	906	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	82373	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	N/A	N/A	0.006367562028837007	174	
MBSMPL0020-6-116	541000	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	N/A	N/A	0.0010246651540657267	28	
MBSMPL0020-6-116	1263	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	N/A	0.0003659518407377585	10	
MBSMPL0020-6-116	853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	0.00300080509404962	82	
MBSMPL0020-6-116	119852	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	N/A	0.002964209909975852	81	
MBSMPL0020-6-116	31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	N/A	N/A	0.4412281343775161513	12057	
MBSMPL0020-6-116	1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	N/A	0.032167166800849047	879	
MBSMPL0020-6-116	137838	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	0.000439142208885311	12	
MBSMPL0020-6-116	1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0.0036595184073775854	100	
MBSMPL0020-6-116	1266	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	N/A	0.0001829759203688798	5	
MBSMPL0020-6-116	44258	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	2383	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	Epulopiscium	N/A	0.0001097855522213277	3	
MBSMPL0020-6-116	186804	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	N/A	N/A	0.0417185098441045588	1140	
MBSMPL0020-6-116	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	N/A	N/A	0.0002195711044426557	6	
MBSMPL0020-6-116	841	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	N/A	0.0000365951840737759	1	
MBSMPL0020-6-116	189330	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	39486	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea formicigenerans	0.0000365951840737759	1	
MBSMPL0020-6-116	28050	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	N/A	0.0001097855522213277	3	
MBSMPL0020-6-116	33042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	N/A	0.0006221181292541898	17	
MBSMPL0020-6-116	572511	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	N/A	0.0000365951840737759	1	
MBSMPL0020-6-116	33038	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus	0.0005489277611066388	15	
MBSMPL0020-6-116	1280	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.00245187733294298	67	
MBSMPL0020-6-116	186817	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	N/A	N/A	0.0000365951840737759	1	
MBSMPL0020-6-116	186818	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	N/A	N/A	0.0004025470248115348	11	
MBSMPL0020-6-116	186820	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	N/A	N/A	0.0000731903681475518	2	
MBSMPL0020-6-116	1350	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	N/A	0.000219571104442655	6	
MBSMPL0020-6-116	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	N/A	0.0170899509624533177	467	
MBSMPL0020-6-116	57037	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus zeae	0.0000365951840737759	1	
MBSMPL0020-6-116	1301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	N/A	0.0571616775232379223	1562	
MBSMPL0020-6-116	1311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	0.000841689233696845	23	
MBSMPL0020-6-116	128827	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	N/A	N/A	0.000256166288516432	7	
MBSMPL0020-6-116	1678	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	N/A	0.0007319036814755175	20	
MBSMPL0020-6-116	1680	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.00442801727292688	121	
MBSMPL0020-6-116	1654	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	N/A	0.000182975920368879	5	
MBSMPL0020-6-116	1716	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	N/A	0.0002927614725902079	8	
MBSMPL0020-6-116	43675	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	0.0003659518407377589	10	
MBSMPL0020-6-147	375288	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides distasonis	0.0002499895837673435	6	
MBSMPL0020-6-147	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	N/A	0.0044998125078121815	108	
MBSMPL0020-6-147	820	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	0.000083329861255781	2	
MBSMPL0020-6-147	817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0.000083329861255781	2	
MBSMPL0020-6-147	310297	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius	0.0000416649306278905	1	
MBSMPL0020-6-147	171550	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	N/A	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	416916	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	727	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	0.0000416649306278905	1	
MBSMPL0020-6-147	32033	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	N/A	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	N/A	N/A	0.113703595683513109	2729	
MBSMPL0020-6-147	590	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	N/A	0.000124994791883672	3	
MBSMPL0020-6-147	613	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	N/A	0.000124994791883672	3	
MBSMPL0020-6-147	615	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	0.0000416649306278905	1	
MBSMPL0020-6-147	469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	84642	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	N/A	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	872	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	40544	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	39948	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	N/A	0.000291654514395234	7	
MBSMPL0020-6-147	29465	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0.00074996875130203	18	
MBSMPL0020-6-147	29466	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0.000124994791883672	3	
MBSMPL0020-6-147	165779	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	N/A	0.000333319445023124	8	
MBSMPL0020-6-147	162289	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	N/A	0.0002083246531394525	5	
MBSMPL0020-6-147	150022	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia	N/A	0.000249989583767343	6	
MBSMPL0020-6-147	31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	N/A	N/A	0.0002083246531394525	5	
MBSMPL0020-6-147	1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	137838	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium neonatale	0.000124994791883672	3	
MBSMPL0020-6-147	1502	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0.0000416649306278905	1	
MBSMPL0020-6-147	2383	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	Epulopiscium	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	186804	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	N/A	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	186803	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	N/A	N/A	0.005041456605974754	121	
MBSMPL0020-6-147	841	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	189330	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	28050	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	33042	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	33038	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus	0.000124994791883672	3	
MBSMPL0020-6-147	33035	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia producta	0.0000416649306278905	1	
MBSMPL0020-6-147	91061	Bacteria	Firmicutes	Bacilli	N/A	N/A	N/A	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	1279	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	1280	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	0.0026248906295571	63	
MBSMPL0020-6-147	186817	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	N/A	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	1386	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	N/A	0.000083329861255781	2	
MBSMPL0020-6-147	186818	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	N/A	N/A	0.00404149827090538	97	
MBSMPL0020-6-147	186820	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	N/A	N/A	0.000124994791883672	3	
MBSMPL0020-6-147	1350	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	N/A	0.002791550352068662	67	
MBSMPL0020-6-147	1243	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	1578	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	1651	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	1301	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	N/A	0.304695637681763665	7313	
MBSMPL0020-6-147	1357	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	N/A	0.0000416649306278905	1	
MBSMPL0020-6-147	128827	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	N/A	N/A	0.000124994791883672	3	
MBSMPL0020-6-147	31953	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	N/A	N/A	0.000249989583767343	6	
MBSMPL0020-6-147	1678	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	N/A	0.008957960084996469	215	
MBSMPL0020-6-147	1681	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	0.0103329027957168	248	
MBSMPL0020-6-147	216816	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	0.0000416649306278905	1	
MBSMPL0020-6-147	1680	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	0.523603183200699577	12567	
MBSMPL0020-6-147	1716	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	N/A	0.0010832881963251545	26	
MBSMPL0020-6-147	146827	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium simulans	0.000166659722511562	4	
MBSMPL0020-6-147	46353	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agrococcus	Agrococcus jenensis	0.0000416649306278905	1	
MBSMPL0020-6-147	32207	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	N/A	0.00137494271072039	33	
MBSMPL0020-6-147	43675	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia mucilaginosa	0.011874505228948843	285	
MBSMPL0020-6-167	823	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides distasonis	0.0000803212851405622	1	
MBSMPL0020-6-167	816	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	N/A	0.0001606425702811244	2	
MBSMPL0020-6-167	817	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0.000160642570281124	2	
MBSMPL0020-6-167	239935	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	0.000160642570281124	2	
MBSMPL0020-6-167	135616	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	N/A	N/A	0.0000803212851405622	1	
MBSMPL0020-6-167	551	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	N/A	0.0001606425702811244	2	
MBSMPL0020-6-167	543	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	N/A	N/A	0.2956626506024100248	3681	
MBSMPL0020-6-167	570	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	N/A	0.002248995983935747	28	
MBSMPL0020-6-167	590	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	N/A	0.000481927710843373	6	
MBSMPL0020-6-167	547	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	N/A	0.0002409638554216862	3	
MBSMPL0020-6-167	469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	N/A	0.0000803212851405622	1	
MBSMPL0020-6-167	286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	N/A	0.000160642570281124	2	
MBSMPL0020-6-167	29465	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	N/A	0.0000803212851405622	1	
MBSMPL0020-6-167	39778	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar	0.0003212851405622484	4	
MBSMPL0020-6-167	29466	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	0.1000803212851406244	1246	
MBSMPL0020-6-167	906	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera	N/A	0.0000803212851405622	1	
MBSMPL0020-6-167	186802	Bacteria	Firmicutes	Clostridia	Clostridiales	N/A	N/A	N/A	0.0001606425702811244	2	
MBSMPL0020-6-167	31979	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	N/A	N/A	0.0001606425702811244	2	
MBSMPL0020-6-167	1485	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	N/A	0.010522088353413648	131	
